KEYCLI|CLIE_CODIGO|NOMBRE
001054285|900068197|LABORATORIOS KAMPAR SA
001054352|900068198|PRE UNIC SA
001058020|900068199|GUALLE SPA
001954663|900068200|CNB-PRODUCTOS MEDICOS PROMEDON CHILE SA
001954664|900068201|CNB-CENABAST CENTRO 4000
800054462|900068202|CENTRAL DE ABASTECIMIENTO DE
290161920|900068203|SCEM LTDA.
001954675|900068211|CNB-LABORATORIOS LAFI LTDA
001057431|900068212|PORTILLA REDUNANTE CONSULTORES LTDA
740057857|900068213|SEVEN PHARMA CHILE SPA
820621800|900068215|AUTOMOTRIZ C P M LTDA
300054523|900068216|MBL FARM SPA 
290023502|900068217|HOT EXPRESS S.A.
660854300|900068218|GOLDENFROST S.A.
820057404|900068219|CAVAS BOUTIQUE DEL MAULE SPA
290057279|900068221|BIG TRAIL SERVICE CHILE LTDA
620054286|900068222|TOTAL CHILE SA
290954500|900068223|CNB-LABORATORIO PASTEUR S.A.
001143927|900068226|KAUFMANN S.A VEHICULOS MOTORI ZADOS
001058379|900068227|FABRICACION EVA GEMA SALAS COR TES EIRL
001058381|900068228|SOC IMP. OPTIVISION LTDA
780055602|900068229|SIST. INTEG. DE APOYO MEDICO Y CIA LTDA
200171520|900068230|GUANTES INDUSTRIALES VERLAN LTDA
680053805|900068231|MG PROVEEDORES INDUSTRIALES LT DA
280046180|900068232|ZIEMAX EDICIONES LTDA
620045401|900068234|COM DE PROD DE ILUMINACION ILU MINA LTDA
530147290|900068235|SENSUS CHILE S.A
500055215|900068236|REGAZA SPA
750056490|900068237|GATEL COMUNICACIONES LTDA
001054318|900068238|SERV CON Y RES CONFLICTOS LE ACED CHILE
650054348|900068240|COMERCIAL PROMAC LIMITADA
001054363|900068241|AGRICOLA VIDA NUEVA SA
690130310|900068242|PARQUES DE CHILE S.A.
680057323|900068244|GRUPO GLOBAL ELEVEN SPA
690057323|900068245|GRUPO GLOBAL ELEVEN SPA
710057323|900068246|GRUPO GLOBAL ELEVEN SPA
001054366|900068248|CHILE CALIDAD EXPORT E IMPORTA DORA LTD
001954673|900068249|CNB-BLUEMEDICAL LIMITADA
820142110|900068250|COMERCIAL SATEX LIMITADA
530054086|900068251|MANUFACTURAS ELEC. DIGITALESY COMPUTACI
750057289|900068252|BIOMEDIKA SPA
610054234|900068253|ANDOVER ALIANZA MEDICA SA
690045180|900068254|B Y B FARMACEUTICA LIMITADA
710685300|900068255|BIOAMERICA S.A.
260054435|900068256|COMERCIALIZADORA VIENTOS DEL N OR
190171880|900068259|COMERCIALIZADORA RENACER S.A.
710056412|900068260|ASCEND LABORATORIES SPA
730055982|900068261|ENEVAL COMERCIAL SPA
750002488|900068262|KUEHNE NAGEL LIMITADA
280054118|900068263|IMPORTADORA BOROTECSA LIMITADA
770002488|900068264|KUEHNE NAGEL LIMITADA
610108860|900068265|AITEC S.A.
500054231|900068266|COMERCIAL FACIL MUSICA LTDA
720057010|900068267|IMPRESOS SOCIAS LTDA.
730057010|900068268|IMPRESOS SOCIAS LTDA.
740057010|900068269|IMPRESOS SOCIAS LTDA.
750057010|900068270|IMPRESOS SOCIAS LTDA.
500054333|900068272|SOCIEDAD COMERCIAL ANKO LTDA
730054231|900068273|COMERCIAL FACIL MUSICA LTDA
650051627|900068275|SILBERTEC LTDA
720056372|900068277|THE BRAIN LAB SPA
220052822|900068283|C CRAMER PROD AROMATI. S.A.C.I
690054654|900068284|CONSTRUCCIONES, INGENIERIA, DI SENOS Y 
260023502|900068286|HOT EXPRESS S.A.
240052822|900068287|C CRAMER PROD AROMATI. S.A.C.I
540056594|900068288|FARMACIAS AHUMADA S.A.
500121510|900068289|RAMON PATRICIO LETELIER
230031759|900068290|DISTRIBUIDORA DE ALIMENTOS GLO BE ITALIA
001054356|900068292|SALCOBRAND S.A.
820010975|900068294|PROYECTA CORP S.A.
770052066|900068298|AUTOMOTRIZ Y COMERCIAL GELLONA MEDIAVILL
720108860|900068299|AITEC S.A.
650155480|900068300|ETHON PHARMACEUTICALS SPA
001058360|900068302|BRIGHTSTAR B2B FIJA NO VALORAD O
300018119|900068303|HELA SPICE LATAM S.A.
730054124|900068304|TIERRA DE LEON SPA
001054255|900068305|SAMSUNG ELECTRONICS CHILE LTDA
730157220|900068308|GLOBAL HEALTHCARE CHILE L P OF DE REP EN
610106000|900068311|EXPORTADORA E IMPORTADORA MERKURIO LTDA
810055720|900068312|SERVICIO NACIONAL DEL PATRIMON IO CULTUR
660142450|900068315|COMERCIAL BOOKS AND BITS LTDA.
001052807|900068316|AERZEN CHILE SPA.
220051268|900068317|SERVIMET S.A.
001058198|900068318|DISTRIBUIDORA FARMEDICA SPA
500056579|900068319|SANCHEZ CANO Y COMPANIA LTDA
730058274|900068320|SERVICIO AGRICOLA Y GANADERO
001058278|900068321|BUENA VENTURA CENABAST
001054265|900068322|CELLSTAR CHILE S.A. PROMOCIONES
260050509|900068323|IMPORTADORA SAMARAMA LTDA
750130740|900068325|EZENTIS CHILE S.A.
001054497|900068327|MONTAJES ELECT Y CONSTRUC MONT ELCO LTDA
001054518|900068328|CYTEC CHILE LIMITADA
610058300|900068330|TRANSPORTE Y LOGIST INTEGRAL S PA
620058300|900068331|TRANSPORTE Y LOGIST INTEGRAL S PA
650058300|900068332|TRANSPORTE Y LOGIST INTEGRAL S PA
260054410|900068334|TECNO BOGA COMERCIAL LIMITADA
001054435|900068335|COMERCIALIZADORA VIENTOS DEL N OR
710053919|900068336|CENTRAL YUNGAY S.A
540054029|900068337|LAB. GENERICOS DE MARCA CHILE LTDA
720053816|900068338|COMERC E IMPORTADORA GRUPO RAV C SPA
780028923|900068339|COMERC DOITE INTERNATIONAL LTD A
610028923|900068340|COMERC DOITE INTERNATIONAL LTD A
750028923|900068341|COMERC DOITE INTERNATIONAL LTD A
500052043|900068343|EUROPARTS S.A.
290161000|900068345|PERSIANAS ROLLUX SPA
500413000|900068346|ESPINOZA Y ARANCIBIA LTDA
730057685|900068347|PLASTICOS LOS CERRILLOS LTDA
500057709|900068348|PRANDELLI LTDA
530057709|900068349|PRANDELLI LTDA
001054500|900068350|PORTO INVERSIONES LIMITADA
260053563|900068352|SOC DE INVERSIONES W SA
001954550|900068353|CNB-ARAMA NATURAL PRODUCTS DISTRIBUIDORA
750021514|900068354|PESQUERA PACIFIC FARMER LTDA
530051218|900068355|B-CONTACT S.A
240057753|900068356|GUTTCHE SPA
220057753|900068357|GUTTCHE SPA
820057347|900068358|RAMIREZ SAGREDO Y CIA
260052166|900068361|MEDICAL INTERNAT LAB. CORPORAT ION SA
820046624|900068363|KSB CHILE S A
800054231|900068365|COMERCIAL FACIL MUSICA LTDA
820054314|900068366|AMERICAN CONTAINER LINE LOGIST ICA LTDA
800206700|900068367|COOPERATIVA AGRICOLA Y DE SERV ICIOS LT
610056579|900068368|SANCHEZ CANO Y COMPANIA LTDA
300053273|900068370|IMPRESORA Y COMERCIAL FE  SER LTDA
300049483|900068371|SOC FERNANDO OCARANZA TORRES Y CIA LTDA
750053348|900068372|NEWELL BRANDS DE CHILE LTDA
770058368|900068374|AGRICOLA HORTIFRUT S.A.
620161800|900068375|PUGA MUJICA ASOCIADOS S.A.
620057028|900068376|MEDINOVA LTDA
530056356|900068377|VITALSEC SPA
690048257|900068378|LABORATORIO LUIS PIZARRO VASQU EZ E.I.R.
500019674|900068379|DIST DE PROD INDUST Y COM DEL SUR SOCIED
001058049|900068381|BOZZO S.A.
220058073|900068382|SOCIEDAD GASTRONOMICA LIMA LIMON LA SERE
001058079|900068383|LABORELEC CHILE SPA
300054809|900068384|COMERCIAL MOTORSHOP LTDA
690054348|900068387|COMERCIAL PROMAC LIMITADA
710052429|900068389|BCI SEGUROS GENERALES S.A.
680171140|900068390|AGRO PUELMA LTDA.
720153920|900068391|NIPRO MEDICAL CORPORATION AG. CHILE
720057323|900068392|GRUPO GLOBAL ELEVEN SPA
740057323|900068393|GRUPO GLOBAL ELEVEN SPA
750057323|900068394|GRUPO GLOBAL ELEVEN SPA
500021434|900068396|INVERSIONES Y SERV.COM. TRANS WARRANTS S
300255000|900068397|DIST DE PROD DE LAB DIPROLAB L TDA.
001054635|900068398|EURAM CHILE S.P.A
300054635|900068399|EURAM CHILE S.P.A
720057574|900068400|LUXYPHARM SPA
260054242|900068401|COMERCIAL LA CASERITA LIMITADA
530052632|900068402|EMASA LOGISTICA S P A
620053595|900068403|BATA CHILE S.A.
530053708|900068404|CHILENA CONSOLIDADA SEGUROS GE NERALES S
300827700|900068405|NMC CHILE SPA
750055982|900068406|ENEVAL COMERCIAL SPA
690055982|900068407|ENEVAL COMERCIAL SPA
780055982|900068408|ENEVAL COMERCIAL SPA
600056636|900068409|IMPORT DISTRIBUID COMERCIALIZ VIUTY LTDA
780054231|900068410|COMERCIAL FACIL MUSICA LTDA
001054560|900068412|MAPFRE CIA DE SEGUROS GRLES DE CHILE SA
530145510|900068414|MOSAICO SA
770057010|900068415|IMPRESOS SOCIAS LTDA.
780057010|900068416|IMPRESOS SOCIAS LTDA.
800057010|900068417|IMPRESOS SOCIAS LTDA.
810057010|900068418|IMPRESOS SOCIAS LTDA.
280053708|900068421|CHILENA CONSOLIDADA SEGUROS GE NERALES S
650424000|900068422|H. J. LIMITADA
300054273|900068424|CARLOS PAEZ IMP Y COM DE ARTS NAVALES E
200053681|900068425|GARMENDIA MACUS S.A
230053681|900068426|GARMENDIA MACUS S.A
610054575|900068434|CONSTRUCCIONES E INGENIERIA C Y F LTDA
500054747|900068435|JARAS DIESEL LIMITADA
690054662|900068436|DROGUERIA FARMA CENTRAL SPA
710054494|900068437|ASEGURADORA MAGALLANES S.A.
001058037|900068438|APPLE CHILE ANOV.ENTEL AMUNATE G
540056061|900068439|FARMACIAS AHUMADA S.A.
740161970|900068440|BOUTIQUES  CORNERS S.A.
001052063|900057423|REMEDI STTAMER Y CIA LTDA
730171510|900057424|IMPORTADORA DIVA LTDA
220052067|900057425|UNIVERSIDAD TECNOLOGICA DE CHI LE INACA
260050485|900057426|EDGE SPA
220052219|900057427|BATA CHILE S.A.
260052089|900057428|AUTOMOTRIZ FOR CENTER S.A.
290051833|900057430|SERVICIOS INDUSTRIALES Y COMER CIALES D
260051981|900057431|JUAN BERASAY BRUNA E HIJOS LTDA
220051981|900057432|JUAN BERASAY BRUNA E HIJOS LTDA
240051981|900057433|JUAN BERASAY BRUNA E HIJOS LTDA
500051981|900057434|JUAN BERASAY BRUNA E HIJOS LTDA
780051981|900057435|JUAN BERASAY BRUNA E HIJOS LTDA
810051981|900057436|JUAN BERASAY BRUNA E HIJOS LTDA
820051981|900057437|JUAN BERASAY BRUNA E HIJOS LTDA
200053269|900057438|SOC INSEMINACION ARTIFICIAL BI O BIO LTD
200650900|900057440|BERMAD FLUID SOLUTIONS S.A.
300053311|900057441|IMPRESIONES PROGRAPH SA
290051867|900057443|SOC. DE CONSULTORES INFOMIN LTDA
600050648|900057444|PROD. EVENTOS IVAN NAVARRETE E .I.R.L.
690052025|900057446|MULTITIENDAS DIAYSEN LIMITADA
001052025|900057447|MULTITIENDAS DIAYSEN LIMITADA
800052025|900057448|MULTITIENDAS DIAYSEN LIMITADA
810052025|900057449|MULTITIENDAS DIAYSEN LIMITADA
780169130|900057451|MADEGOM S.A
200051806|900057452|SOC AGRICOLA OASIS LIMITADA
770505300|900057453|ALTE S.A.
001051338|900057454|JUAN RUPERTO CANCINO GARRIDO
280154430|900057455|PATRICIO HIDALGO S.A.
800154430|900057456|PATRICIO HIDALGO S.A.
810621800|900057459|AUTOMOTRIZ C P M SPA
540222500|900057461|SILPAK S.A.
690358000|900057462|SEMILLAS GENERACION 2000 LTDA.
001056020|900057463|PLASPAK MAQUINARIAS SPA
540353000|900057464|LABORATORIO VALMA S.A
290051974|900057465|IMPORTADORA Y EXPORTADORA EL CAPITAN LIM
220149160|900057466|OVALLE HERMANOS LTDA
660148380|900057467|SENALIZACION Y PUBLICIDAD LTDA
001051833|900057468|SERVICIOS INDUSTRIALES Y COMER CIALES D
190051991|900057469|ALGORITMOS Y MEDICIONES AMBIEN TALES SPA
200051991|900057470|ALGORITMOS Y MEDICIONES AMBIEN TALES SPA
280109920|900057471|HELIOS S.A.
220787800|900057472|DSM NUTRITIONAL PRODUCTS CHILE S.A
500051957|900057474|KOMIPA INGINEER LIMITADA
001051981|900057475|JUAN BERASAY BRUNA E HIJOS LTDA
600052034|900057478|FAB, PROD DE ADITIVOS PARA LA CONST APLI
001052596|900057479|INSUFER S.A.
690052639|900057480|ADIDAS CHILE LTDA.
220027538|900057481|CALZADOS BEBA LTDA
820051512|900057483|COMERCIALIZADORA DE PROD Y SER PSVIAL LT
190020476|900057484|KOMAX S.A.
200020476|900057485|KOMAX S.A.
220020476|900057486|KOMAX S.A.
230020476|900057487|KOMAX S.A.
780900800|900057488|COLBUN S.A.
690053971|900057489|GAES S A
690162560|900057494|GOOD FOOD S.A.
680051958|900057495|DHL SUPPLY CHAIN CHILE S.A
280051705|900057496|VICORP S.A.
280052812|900057499|CODELPA CHILE S.A.
710056287|900057502|SOC VINICOLA MIGUEL TORRES SA
001052035|900057506|EMBOTELLADORA Y COM AGUAS STA AMLIA S.A
220051991|900057507|ALGORITMOS Y MEDICIONES AMBIEN TALES SPA
230051991|900057508|ALGORITMOS Y MEDICIONES AMBIEN TALES SPA
240051991|900057509|ALGORITMOS Y MEDICIONES AMBIEN TALES SPA
260051991|900057510|ALGORITMOS Y MEDICIONES AMBIEN TALES SPA
690053348|900057511|NEWELL BRANDS DE CHILE LTDA
780055489|900057512|COMERCIAL E IMPORTADORA AUDIOM USICA SPA
220055489|900057513|COMERCIAL E IMPORTADORA AUDIOM USICA SPA
750163110|900057515|INDUSTRIAL Y COMERCIAL SPLUM L TDA
280158330|900057516|ALFOMBRAS MULTICARPET LTDA.
500052040|900057517|AGRO-APICULTURA LIMITADADOM
680143230|900057518|MORENO ASOCIADOS LTDA.
820145810|900057519|INTERPHARMA S A
280054500|900057523|PORTO INVERSIONES LIMITADA
260055489|900057524|COMERCIAL E IMPORTADORA AUDIOM USICA SPA
780051268|900057525|SERVIMET S.A.
680051268|900057526|SERVIMET S.A.
290274300|900057527|TODOPIEL SA
290149760|900057528|GLOBOPOLIS S.A.
260021526|900057529|NYK SUDAMERICA CHILELIMITADA
750051485|900057531|IMPORTADORA Y COMERCIALIZADORA SAVE PROD
280056491|900057535|CONTINENTAL TIRE CHILE SPA
770051060|900057536|COMERCIALIZACION RUIZ  BASTID AS LTDA
220051704|900057537|MAR DEL SUR SPA
300144110|900057538|AMERICAN SCREW CHILE LTDA.
190845300|900057539|RHONA SA
650144280|900057540|CHILEMAT SPA
610144130|900057541|CIRCUS PROMOCIONES LTDA.
260854500|900057542|LABORATORIO EMPROQUIM SPA
240052029|900057543|CULTIVOS PUNTA FUERTE LIMITADA
001052682|900057544|POLYTEX SA.
001056060|900057546|INGENIERIA Y CONSTRUCCION PROY ECTA LTD
260056986|900057547|CLAUDIO ALEJANDRO PALMA GONZAL EZ
001051913|900057549|IMPORTADORA Y EXPORTADORA HO S HAN LTDA
220141440|900057553|AUTOMOTORA BILBAO S.A.
500051639|900057555|COFRE Y COMPANIA LIMITADA
600130590|900057556|BIOTEC CHILE S.A
800042611|900057561|ARGOS CHILE S.P.A.
680055975|900057562|SERVICIOS FINANCIEROS COPELEC S.A.
260051856|900057563|SERVICIOS GRAFICOS LIMITADA
600038801|900057564|GEOROCK S.A.
520173590|900057565|SERVICIOS MARITIMOS Y TRANSPOR TES LTDA
001016955|900057567|COMERCIAL HANANIA LTDA.
280047794|900057568|BUILDTEK SPA
230051549|900057569|INTERCARRY LOGISTICA LIMITADA
730054714|900057570|COMERCIALIZADORA HANANIA SABA SPA
620056023|900057571|SOCIEDAD INDUSTRIAL JORRATT Y ZAMORA SA
300696200|900057572|NUOVA SERVICE S.A.
690497300|900057574|DUILLIO TASSISTRO RATTI
001026016|900057575|IMPORT Y EXPORT KOREA TRADINGS A
690663200|900057578|JOSE ETEROVIC MARTIC
800051332|900057579|PRISA LOGISTICA S.A.
001048145|900057583|PIZZERIA D ALFREDO S.A
260051838|900057585|SOCIEDAD RIOS Y COMPANIA LTDA
530854300|900057586|GOLDENFROST S.A.
300000844|900057588|EMPRESA EDITORA ZIG ZAG S.A.
600143410|900057589|HILTI CHILE LTDA.
520155050|900057590|IMPORTADORA COSTABAL Y ECHENIQ UE S.A.
290052428|900057591|LIBERTY COMPANIA DE SEGUROS GE NERALES S
290057134|900057593|VENTAS NACIONALES E INTERNACIO NALES ON
001051850|900057599|TECNICENTRO SIERRA LTDA
001051851|900057600|BRAVO SERVICIOS LIMITADA
260175060|900057601|MENDOZA Y CIA. LTDA.
620147850|900057602|PEUGEOT CHILE S.A.
001169220|900057603|MANEJO INTEG DE PLAGAS Y SERV AGRIC LTDA
500162560|900057604|GOOD FOOD S.A.
001052766|900057605|COM UYUSTOOLS CHILE LTDA
001051962|900057609|COMERCIAL SCT GERMANY LIMITADA
001051789|900057612|IMP Y EXP ANTOLUC LTDA
770828800|900057614|SCHARFSTEIN S.A.
520055060|900057616|SERVIMAULE LIMITADA
690055882|900057617|COMERCIAL MERCHANDISING SPA
710055882|900057618|COMERCIAL MERCHANDISING SPA
680107140|900057619|TEXTILES ZAHR S.A.
001051823|900057620|IMP Y DIST JANNIS LTDA.
820169130|900057621|MADEGOM S.A
750051962|900057625|COMERCIAL SCT GERMANY LIMITADA
760051962|900057626|COMERCIAL SCT GERMANY LIMITADA
770051962|900057627|COMERCIAL SCT GERMANY LIMITADA
780051962|900057628|COMERCIAL SCT GERMANY LIMITADA
530057041|900057630|TRANSARELLANO LTDA.
260034978|900057631|ACH EQUIPOS LTDA
240034978|900057632|ACH EQUIPOS LTDA
290039455|900057633|SOC. PROVEEDORA INDUS. MANTIN  SERVICE L
770049352|900057634|ENILDA TERESA FIGUEROA MELLADO
600261000|900057635|ASOCIACION DE MEJORAMIENTO MUTUO
620108700|900057636|STOLLER DE CHILE S.A.
690057315|900057639|COMERCIALIZADORA NAVIERA RIO C RUCES LT
730050179|900057640|FELKOS S.A
300015959|900057641|DEIRA COMPUTACION Y SERVICIOS SPA
290050848|900057642|NHC SERVICIOS HIDRAULICOS LTDA
600162960|900057643|SANDE S.A.
650558400|900057644|FERRETERIA SANTIAGO SA
620051905|900057646|COMPUTACION OLIDATA LIMITADA
690052499|900057647|COMERCIAL INFISA LTDA
610057045|900057649|FABIAN ROBUSCHI Y CIA. LTDA
740382000|900057651|VETERQUIMICA S.A.
600038263|900057652|TNT MERCURIO CARGAS E ENCOMEND AS EXPRES
300051846|900057653|CONST Y OBRAS CIVILESCLAUDIO HARTAD VASQ
530165390|900057654|COSMOPLAS S.A.
780147040|900057656|KINGTEK INC DE CHILE S.A
780054942|900057657|CTA DIPS GUIA COSTO 0 SOLIC QUERIES
720055882|900057658|COMERCIAL MERCHANDISING SPA
730055882|900057659|COMERCIAL MERCHANDISING SPA
001056790|900057660|SUCDEN CHILE SPA
600119840|900057661|ANDRITZ CHILELTDA.
240113280|900057662|COMPO EXPERT CHILE FERT.LTDA.
600018119|900057663|HELA SPICE LATAM S.A.
790051962|900057664|COMERCIAL SCT GERMANY LIMITADA
800051962|900057665|COMERCIAL SCT GERMANY LIMITADA
530749700|900057669|COMERCIAL E INDUSTRIAL LIBESA LTDA
770153920|900057670|NIPRO MEDICAL CORPORATION AG. CHILE
690473100|900057671|ING EN ELECTRONICA COMPUTACION Y MED S.A
770143230|900057672|MORENO ASOCIADOS LTDA.
730051932|900057673|ALIMENTOS E INVERSIONES OASIS LIMITADA
300152550|900057677|E ZUFIC LTDA
240037913|900057678|IMPORT Y EXPORT DMR LTDA
280057131|900057679|KONNX ELECTRICA LTDA
300051933|900057680|JORGE EDGARDO CAMPOS TOLEDO
220051808|900057681|NATUROIL S.A.
780051905|900057682|COMPUTACION OLIDATA LIMITADA
710222500|900057683|SILPAK S.A.
001101740|900057684|OMAR CAMPILLAY ROJAS
600052135|900057689|ABASTECEDORA IMPORTADORA TECNI CA LIMITA
600055882|900057690|COMERCIAL MERCHANDISING SPA
610055882|900057691|COMERCIAL MERCHANDISING SPA
770175330|900057693|CHILEAN TRADING COMPANY S.A
540021514|900057694|PESQUERA PACIFIC FARMER LTDA
290054916|900057701|SOCIEDAD ACL MAQUINARIAS LIMIT ADA
740055882|900057702|COMERCIAL MERCHANDISING SPA
810051962|900057704|COMERCIAL SCT GERMANY LIMITADA
820051962|900057705|COMERCIAL SCT GERMANY LIMITADA
001051993|900057706|INV CLAUDIA JIMENO PRADO EMP IND DE RESP
290051130|900057707|ROLAND VORWERK Y CIA LTDA
260051705|900057708|VICORP S.A.
001051922|900057709|GAVINA HOTEL LTDA
770165610|900057710|COMERCIAL PIRAMIDE SPA.
001054553|900062062|COMERCIAL E INDUSTRIAL POLIMET LTDA
260167520|900062063|HELLEMA HOLLAND ENGINEERING LT
530057455|900062067|PREMIUM BRANDS CHILE SPA
770053270|900062069|FRESENIUS KABI CHILE LIMITADA
300528400|900062070|DISAL CHILE SANITARIOS PO
690057330|900062071|SARGENT AGRICOLA LTDA
730337300|900062072|COMERCIAL Y SERVICIOS GARCIA BURR LTDA.
730144950|900062073|CODEPACK S.A.
770144950|900062074|CODEPACK S.A.
280053726|900062076|COM DE ART DE PROTECCION Y SEG URIDAD IN
600057779|900062078|FEDEX EXPRESS CHILE SPA
610057779|900062079|FEDEX EXPRESS CHILE SPA
620057779|900062080|FEDEX EXPRESS CHILE SPA
650057779|900062081|FEDEX EXPRESS CHILE SPA
660057779|900062082|FEDEX EXPRESS CHILE SPA
770051742|900062083|MICHELIN CHILE LTDA
260052847|900062084|HOSPITALIA PRODUCTOS MEDICOS LTDA
660053726|900062085|COM DE ART DE PROTECCION Y SEG URIDAD IN
820057779|900062086|FEDEX EXPRESS CHILE SPA
001954656|900062088|CNB-CLINICAL MARKET SA
001057941|900062089|APPLE CHILE COMERCIAL LTDA
750387500|900062090|COOP AGRICOLA LECHERA SANTIAGO LTDA
780147720|900062091|IM IMPORTACIONES MEDICAS S A
520133620|900062092|PRODUCTOS INDUSTRIALES S.A.
530130650|900062093|CARTIM SOCIEDAD ANONIMA
600130650|900062094|CARTIM SOCIEDAD ANONIMA
620130650|900062095|CARTIM SOCIEDAD ANONIMA
650130650|900062096|CARTIM SOCIEDAD ANONIMA
720057911|900062097|KUEHNE NAGEL LIMITADA
730054002|900062098|SOC COM NLS NUTRALINE SUPLEMEN T LTDA
730057911|900062100|KUEHNE NAGEL LIMITADA
740057911|900062101|KUEHNE NAGEL LIMITADA
750057911|900062102|KUEHNE NAGEL LIMITADA
600054117|900062109|COM Y DISTRIBUIDORA HAIR EXPRE SS SPA
680051661|900062110|COMERCIAL LEGUER S.A.
280054002|900062111|SOC COM NLS NUTRALINE SUPLEMEN T LTDA
520057772|900062113|FEDEX EXPRESS CHILE SPA
600057772|900062114|FEDEX EXPRESS CHILE SPA
300142800|900062118|INSTITUTO FOMENTO PESQUERO
290053726|900062119|COM DE ART DE PROTECCION Y SEG URIDAD IN
520055742|900062120|MUNDOLAB S.A.
220053726|900062121|COM DE ART DE PROTECCION Y SEG URIDAD IN
001057106|900062122|NUTRACEUTICO HAPPY PLUM LTDA
800695200|900062123|COMPLEMENTOS SANITARIOS CHILE LTDA
650057548|900062124|ACCIONA FORWARDING CHILE SA
730143320|900062125|ELECTROTEL LTDA.
740143320|900062126|ELECTROTEL LTDA.
500024673|900062127|CHRISTIAN BRAVO Y CIA LTDA
780056491|900062130|CONTINENTAL TIRE CHILE SPA
530053697|900062131|NILO  ARROYO CHILELIFT LIMITA DA
280167520|900062132|HELLEMA HOLLAND ENGINEERING LT
800167520|900062133|HELLEMA HOLLAND ENGINEERING LT
690054204|900062134|IND PROCESADORA DE ACEITES Y GRASAS SA
690054205|900062135|COMERCIALIZADORA AZUL PROFUNDO SA
290054518|900062138|CYTEC CHILE LIMITADA
001056173|900062139|MEGABARRE IND DE EQUIP ELETRIC OS CHILE
500022512|900062142|ASTILLAS EXPORTACIONES LTDA
200052733|900062143|LG ELECTRONICS INC CHILE LIMIT ADA
770158840|900062144|SALCOBRAND S.A.
200053329|900062145|TEAM FOODS CHILE SPA
790053270|900062146|FRESENIUS KABI CHILE LIMITADA
690055454|900062147|TECNOLOGIA PARA LABORATORIOS S PA
001057374|900062151|SERVICIO NACIONAL DE GEOLOGIA Y MINERIA
650147660|900062154|COMERC PARTY EXPRESS CHILE LTD A
650487500|900062155|DEMARKA S.A.
680057779|900062156|FEDEX EXPRESS CHILE SPA
690057779|900062157|FEDEX EXPRESS CHILE SPA
710057779|900062158|FEDEX EXPRESS CHILE SPA
720057779|900062159|FEDEX EXPRESS CHILE SPA
730057779|900062160|FEDEX EXPRESS CHILE SPA
220012783|900062162|IMAHE S.A.
500057950|900062166|INVERSIONES MINOT CHILE LTDA
001057966|900062167|CONPRISA SPA
300105680|900062168|TECNORED S.A.
290165480|900062169|CONFITES MERELLO S.A.
660130650|900062171|CARTIM SOCIEDAD ANONIMA
710130650|900062172|CARTIM SOCIEDAD ANONIMA
740130650|900062173|CARTIM SOCIEDAD ANONIMA
770057911|900062174|KUEHNE NAGEL LIMITADA
300157100|900062175|ENRIQUE BARRIOS GARCIA
780057911|900062176|KUEHNE NAGEL LIMITADA
800057911|900062177|KUEHNE NAGEL LIMITADA
810057911|900062178|KUEHNE NAGEL LIMITADA
820057911|900062179|KUEHNE NAGEL LIMITADA
290053270|900062181|FRESENIUS KABI CHILE LIMITADA
500053270|900062182|FRESENIUS KABI CHILE LIMITADA
520053270|900062183|FRESENIUS KABI CHILE LIMITADA
540053270|900062184|FRESENIUS KABI CHILE LIMITADA
690053808|900062186|COMERCIALIZADORA CPI CHILE LTD A
620053920|900062187|COMERCIAL ESCONDIDA LTDA
610057772|900062188|FEDEX EXPRESS CHILE SPA
620057772|900062189|FEDEX EXPRESS CHILE SPA
500057889|900062194|CONSORCIO ANDINO HAUG ASB SA
820057772|900062196|FEDEX EXPRESS CHILE SPA
300057779|900062197|FEDEX EXPRESS CHILE SPA
710161240|900062198|COMERCIAL LBF LIMITADA
800052392|900062199|GRUPO AMERICA LIMPIEZA S.A.
220158900|900062200|ESTABLECIMIENTOS BARILOCHE S.A .
200054613|900062201|LUIS ROJAS ROMAN INGENIERIA Y SERVICIOS
001052431|900062202|COMERCIAL CLIMENT Y HARCHA LTD A
770051956|900062203|FACTOR VISUAL PUBLICIDAD LIMITADA
660057541|900062206|SERV DE INGENIERIA ELECTRICA L TDA
240055521|900062207|MATRIZ IDEAS S.A.
530031759|900062209|DISTRIBUIDORA DE ALIMENTOS GLO BE ITALIA
520052632|900062210|EMASA LOGISTICA S P A
650054414|900062211|RENNER COATINGS CHILE SPA
750143320|900062212|ELECTROTEL LTDA.
001053818|900062213|DISTRIBUIDORA Y COMERCIAL AKRO MO LTDA
001054171|900062214|COM E INDUST RUHRPUMPEN CHILE  LTDA
520053677|900062216|LIBERTY COMPANIA DE SEGUROS GE NERALES S
720834800|900062217|BANCO FALABELLA
770107140|900062218|TEXTILES ZAHR S.A.
650054679|900062219|SOCIEDAD COMERCIAL EL RINCON D EL VINO L
280053836|900062220|COMERCIAL MONTE BIANCO LTDA
290053836|900062221|COMERCIAL MONTE BIANCO LTDA
730056321|900062222|COMERCIAL Y SERVICIOS DIMAFOR LTDA
520130440|900062223|SPARTAN DE CHILE PRODUCTOS QUIMICOS LTDA
500114830|900062224|FERRETERIA MARSELLA LTDA.
260051512|900062225|COMERCIALIZADORA DE PROD Y SER PSVIAL LT
001053909|900062228|MSA DE CHILE EQUIPOS DE SEGURI DAD LTDA
810053270|900062229|FRESENIUS KABI CHILE LIMITADA
